entry_date,exit_date,holding_days,ticker,direction,weight,capital_used,entry_price,exit_price,pnl_pct,pnl,article,sentiment_score
2025-09-24,2025-09-25,1,INTC,LONG,0.1490696241872993,615.6216322357496,31.219999313354492,33.9900016784668,8.654997864432401,53.282039122988024,Intel Seeks Help From Apple and Others as U.S. Backs Comeback Bid,0.0
2025-07-24,2025-07-25,1,INTC,SHORT,-0.32813718088030114,578.0190683517666,22.6299991607666,20.700000762939453,9.105234516047013,52.62999172089842,N/A,0.0
2025-05-14,2025-05-15,1,UNH,SHORT,-0.18965209187404647,362.807348016809,303.9215087890625,270.7082824707031,12.04469631995535,43.69904329510819,N/A,0.0
2025-07-30,2025-07-31,1,UNH,SHORT,-0.25722369018750174,598.6426303551018,264.3721008300781,247.99542236328125,6.390627024520823,38.25701771577543,N/A,0.0
2025-09-23,2025-09-24,1,INTC,LONG,0.14334586921767314,580.862541091346,29.34000015258789,31.219999313354492,6.195029073987857,35.98460330051354,"Stock market today: Dow, S&P 500, Nasdaq futures trade flat after Wall Street's record-breaking rally fizzles out",0.6666666666666666
2025-06-10,2025-06-11,1,INTC,SHORT,-0.3292008358013771,449.9828542078941,22.079999923706055,20.68000030517578,6.5564976526014895,29.503115273249758,N/A,0.0
2025-07-31,2025-08-01,1,UNH,SHORT,-0.22662705091156368,613.0409597826955,247.99542236328125,236.2793426513672,4.748863881466359,29.112480717715133,N/A,0.0
2025-09-25,2025-09-26,1,INTC,LONG,0.15750358053493158,660.5765286675098,33.9900016784668,35.5,4.233801646193536,27.967499945093145,Kevin O’Leary is furious at Trump ‘force-feeding’ him Intel — as the US aims to invest taxpayer money in another company,0.0
2025-09-18,2025-09-19,1,INTC,SHORT,-0.5406296679674435,781.0807083415042,30.56999969482422,29.579999923706055,3.14036799541888,24.528808583147686,N/A,0.0
2025-04-02,2025-04-03,1,NVDA,SHORT,-0.25512277293700825,284.0085612994798,110.4061050415039,101.78720092773438,8.250853170888872,23.433129385574,N/A,0.0
2025-05-20,2025-05-21,1,UNH,SHORT,-0.22004344191964886,393.62988174336147,317.3113708496094,298.9582824707031,5.9269472247173605,23.33023535164639,N/A,0.0
2025-04-08,2025-04-09,1,INTC,LONG,0.08306186370711921,124.74731311453215,18.1299991607666,21.530000686645508,18.516186965714464,23.09844573099201,N/A,0.0
2025-09-04,2025-09-05,1,JPM,SHORT,-0.19689399100749644,725.2785745280316,302.3500671386719,292.9557189941406,3.0005395137781887,21.76227021368078,The Jobs Report Was Bad. It’s Hitting Bank and Brokerage Stocks.,0.0
2025-08-21,2025-08-22,1,INTC,LONG,0.1189376390915046,407.45450943315444,23.5,24.799999237060547,5.321058676742352,21.68089352797085,N/A,0.0
2025-08-01,2025-08-04,3,NVDA,LONG,0.20793344232490032,628.1893334475226,173.710205078125,179.98985290527344,3.407990761833002,21.408634450711883,N/A,0.0
2025-09-26,2025-09-29,3,BP,SHORT,-0.35400765744236223,851.3459338511572,35.689998626708984,34.75,2.4998271601270217,21.282176881048255,Raymond James Maintains BP p.l.c. - Depositary Receipt (BP) Outperform Recommendation,0.3333333333333333
2025-09-08,2025-09-09,1,UNH,LONG,0.06406974661761528,240.0869180541227,318.24224853515625,345.7388000488281,8.423069163120967,20.222687159304314,"Oracle Misses in Q3, Gains +22% - Plus Jobs Revisions & More",-0.3333333333333333
2025-05-12,2025-05-13,1,NVDA,LONG,0.2024125666892378,371.9633537108953,122.98452758789062,129.9136505126953,5.42308477523421,20.171888004546137,N/A,0.0
2025-04-17,2025-04-21,4,UNH,SHORT,-0.1936244265848359,304.678565351092,448.0821838378906,419.6841735839844,6.553199497723128,19.966194214257794,N/A,0.0
2025-06-09,2025-06-10,1,TSLA,LONG,0.1587882405372777,353.7762849395661,308.5799865722656,326.0899963378906,5.463245198977096,19.327665902080376,N/A,0.0
2025-01-27,2025-01-28,1,NVDA,LONG,0.20735103747458317,218.98192153238134,118.39421081542969,128.9619140625,8.708227382148026,19.069443652836735,N/A,0.0
2025-06-06,2025-06-09,3,TSLA,LONG,0.1921034812655047,420.80107184690576,295.1400146484375,308.5799865722656,4.344862728758847,18.283228932893945,N/A,0.0
2025-08-05,2025-08-06,1,AMZN,LONG,0.14723190732668315,467.9967703666591,213.75,222.30999755859375,3.7968756675068382,17.76925549876953,N/A,0.0
2025-04-03,2025-04-04,1,AMD,SHORT,-0.1287794929458204,186.6973550029261,93.80000305175781,85.76000213623047,9.156469363822373,17.094886113909624,N/A,0.0
2025-09-15,2025-09-16,1,UNH,SHORT,-0.22165168990065803,771.1680757720859,347.8900146484375,339.7799987792969,2.1822741042519356,16.829001217832175,UnitedHealth Group (UNH) Suffers a Larger Drop Than the General Market: Key Insights,-0.3333333333333333
2025-04-02,2025-04-03,1,BP,SHORT,-0.152985213321573,217.2455516777698,32.79174041748047,30.39612579345703,7.665768581774057,16.6535412458162,N/A,0.0
2025-09-09,2025-09-10,1,AAPL,SHORT,-0.13607297012113473,519.273081209073,234.35000610351562,226.7899932861328,3.1270255509063816,16.237801928386556,N/A,0.0
