date,ticker,weight,entry,exit,return,article
2025-04-09,AMD,-0.141020220606396,78.20999908447266,96.83999633789062,0.23820480081192907,N/A
2025-04-09,TSLA,0.09730806737310588,221.86000061035156,272.20001220703125,0.22689989839624536,N/A
2025-04-09,INTC,0.16674301116571655,18.1299991607666,21.530000686645508,0.18753456609289443,N/A
2025-04-09,NVDA,-0.1339017226428726,96.28788757324219,114.31561279296875,0.18722734161151489,N/A
2025-02-18,INTC,0.05997692504896549,23.600000381469727,27.389999389648438,0.16059317571683374,N/A
2025-03-13,INTC,-0.38044291383930334,20.68000030517578,23.700000762939453,0.14603483622811297,N/A
2025-08-15,UNH,0.08387844591274668,269.7879333496094,302.10406494140625,0.11978345803153267,N/A
2025-04-09,AMZN,0.16674301116571655,170.66000366210938,191.10000610351562,0.11977031526306248,N/A
2025-03-24,TSLA,0.08987250035973911,248.7100067138672,278.3900146484375,0.11933580126800525,N/A
2025-04-09,DIS,0.16674301116571655,81.37299346923828,91.05171966552734,0.11894273251662968,N/A
2025-04-09,MSFT,0.07307825449283702,353.3294372558594,389.13470458984375,0.10133677966961008,N/A
2025-04-25,TSLA,0.09079987858480243,259.510009765625,284.95001220703125,0.09803091011549903,N/A
2025-04-09,GOOGL,-0.04688570802597621,144.39588928222656,158.37644958496094,0.09682104090518062,N/A
2025-04-09,WMT,0.09224629832109067,81.40260314941406,89.17560577392578,0.0954883790416925,N/A
2025-09-03,GOOGL,0.07994254463988702,211.16114807128906,230.45388793945312,0.09136500745700982,N/A
2025-01-28,NVDA,0.06672514624823979,118.39420318603516,128.9619140625,0.08925868490249966,N/A
2025-09-25,INTC,0.19463586556973975,31.219999313354492,33.9900016784668,0.08872525387684504,Intel Seeks Help From Apple and Others as U.S. Backs Comeback Bid
2025-09-09,UNH,0.0791503142398001,318.24224853515625,345.7388000488281,0.08640132364648734,"Oracle Misses in Q3, Gains +22% - Plus Jobs Revisions & More"
2025-01-03,TSLA,-0.5914923354790671,379.2799987792969,410.44000244140625,0.08215567328200035,N/A
2025-05-19,UNH,0.20296449412137146,288.03521728515625,311.6969299316406,0.08214867914245061,N/A
2025-05-12,AMZN,0.03507789381102395,193.05999755859375,208.63999938964844,0.08070031092964336,N/A
2025-04-09,JPM,-0.14780653767630847,214.7859649658203,232.0880889892578,0.08055518909809045,N/A
2025-04-09,V,-0.10555827506965464,307.2182922363281,331.2958679199219,0.07837285829670604,N/A
2025-03-12,TSLA,0.1747913802474343,230.5800018310547,248.08999633789062,0.0759389121683911,N/A
2025-08-14,INTC,0.06504178051128744,22.219999313354492,23.860000610351562,0.07380744138958684,N/A
2025-09-12,TSLA,0.11734420953057513,368.80999755859375,395.94000244140625,0.07356092584909457,N/A
2025-02-13,INTC,0.05041436029740621,22.479999542236328,24.1299991607666,0.07339856103778764,N/A
2025-07-08,INTC,0.041553945716776286,22.0,23.59000015258789,0.07227273420854052,N/A
2025-02-12,INTC,-0.13929022577060168,20.969999313354492,22.479999542236328,0.07200764322010311,N/A
2025-08-19,INTC,-0.40219660130995993,23.65999984741211,25.309999465942383,0.06973793868011158,N/A
2025-03-24,AMD,0.08597633635943722,106.44000244140625,113.8499984741211,0.06961664658730116,N/A
2025-05-27,TSLA,-0.43933810882609653,339.3399963378906,362.8900146484375,0.06939947711644767,N/A
2025-04-09,BP,0.07039533515010025,25.323638916015625,27.059730529785156,0.06855616681027477,N/A
2025-03-17,INTC,0.17604765255683238,24.049999237060547,25.690000534057617,0.06819132428369734,N/A
2025-05-12,TSLA,0.03670194459075937,298.260009765625,318.3800048828125,0.06745790403815088,N/A
2025-04-09,CVX,-0.14780653767630847,133.79281616210938,142.68434143066406,0.06645741919193426,N/A
2025-03-12,NVDA,-0.17741661429053718,108.73631286621094,115.7254409790039,0.06427593440097956,N/A
2025-06-24,INTC,0.07844259089798246,21.190000534057617,22.549999237060547,0.06418115472989605,N/A
2025-09-24,INTC,0.17921771407035691,29.34000015258789,31.219999313354492,0.06407631734796637,"Stock market today: Dow, S&P 500, Nasdaq futures trade flat after Wall Street's record-breaking rally fizzles out"
2025-07-15,AMD,0.16196246738635642,146.24000549316406,155.61000061035156,0.06407272131582009,N/A
2025-05-16,UNH,0.1239565969206436,270.7082824707031,288.03521728515625,0.06400592791736348,N/A
2025-08-22,TSLA,-0.6809126772943219,320.1099853515625,340.010009765625,0.062166209505171155,N/A
2025-02-11,INTC,-0.1862118813440122,19.770000457763672,20.969999313354492,0.06069796802253391,N/A
2025-04-09,BAC,-0.14780653767630847,34.632144927978516,36.72806930541992,0.06051962365600283,N/A
2025-09-11,TSLA,-0.2356674281313894,347.7900085449219,368.80999755859375,0.06043873744853956,N/A
2025-02-13,TSLA,0.09935678366982491,336.510009765625,355.94000244140625,0.05773971683431944,N/A
2025-08-07,AMD,-0.3669822107219203,163.1199951171875,172.39999389648438,0.05689062688255975,N/A
2025-06-10,TSLA,0.15235423796811168,308.5799865722656,326.0899963378906,0.05674382827003055,N/A
2025-05-13,NVDA,0.15817353291787145,122.98452758789062,129.9136505126953,0.05634142002011444,N/A
2025-08-22,INTC,0.12165423067141926,23.5,24.799999237060547,0.05531911647066168,N/A
2025-05-12,NVDA,0.06843164507485623,116.63532257080078,122.98452758789062,0.054436382368091785,N/A
2025-08-13,AMD,-0.34397726283756525,174.9499969482422,184.4199981689453,0.054129759279188505,N/A
2025-04-08,UNH,0.07448880361116442,517.7351684570312,545.7384643554688,0.05408806974016023,N/A
2025-04-23,TSLA,0.1319742200509979,237.97000122070312,250.74000549316406,0.0536622440095611,N/A
2025-04-11,AMD,-0.10509131305583126,88.69999694824219,93.4000015258789,0.05298765207826617,N/A
2025-03-21,TSLA,0.08730820018962708,236.25999450683594,248.7100067138672,0.05269623506518384,N/A
2025-03-14,NVDA,-0.41173663789902704,115.56546020507812,121.65469360351562,0.052690772724235835,N/A
2025-02-05,NVDA,-0.17914910144899696,118.62416076660156,124.80281829833984,0.05208599573484074,N/A
2025-05-12,AMD,0.13487196488808856,102.83999633789062,108.12000274658203,0.0513419544604361,N/A
2025-04-09,XOM,0.16674301116571655,98.92977905273438,103.86792755126953,0.049915693189842125,N/A
2025-05-13,TSLA,0.047258284014173146,318.3800048828125,334.07000732421875,0.049280740626853614,N/A
2025-04-23,AMD,-0.060040235808974024,86.26000213623047,90.38999938964844,0.04787847381333776,N/A
2025-06-09,AMD,0.16354196410553473,116.19000244140625,121.7300033569336,0.047680530158531687,N/A
2025-02-11,KO,0.06738296279240799,63.140533447265625,66.12393951416016,0.047250251209648875,N/A
2025-03-19,TSLA,0.2261975504730095,225.30999755859375,235.86000061035156,0.046824389357219776,N/A
2025-05-14,AMD,0.1639303562076521,112.45999908447266,117.72000122070312,0.046772205042252324,N/A
2025-02-04,AMD,0.21666836513710655,114.2699966430664,119.5,0.04576882393083492,N/A
2025-06-09,TSLA,0.17994963511040474,295.1400146484375,308.5799865722656,0.04553761352840424,N/A
2025-03-12,INTC,0.07479287170447502,19.780000686645508,20.68000030517578,0.04550048469603496,N/A
2025-07-01,UNH,0.05546506440809407,310.01416015625,324.0953369140625,0.04542107609121948,N/A
2025-04-24,AMD,-0.21662709005696135,90.38999938964844,94.47000122070312,0.04513775703733369,N/A
2025-09-15,GOOGL,0.05693175595453981,240.8000030517578,251.61000061035156,0.04489201587040781,N/A
2025-02-28,BAC,0.12465823350592543,43.34536361694336,45.29059982299805,0.04487760728564538,N/A
2025-01-03,NVDA,0.16635665212295575,138.27987670898438,144.43853759765625,0.04453765099626916,N/A
2025-09-26,INTC,0.19035017080133004,33.9900016784668,35.5,0.04442477925765487,Kevin O’Leary is furious at Trump ‘force-feeding’ him Intel — as the US aims to invest taxpayer money in another company
2025-06-25,NVDA,0.1807775513340069,147.8916473388672,154.30130004882812,0.043340194157648115,N/A
